string_id,context,ko,en,ja,zh-Hans,zh-Hant,es,fr,de,pt-BR,notes,status
p01_04.body.02,lore,"모든 게 회색이었다. 부두도, 창고 지붕도, 항구 가에 매달린 어망도. 하늘과 바다와 돌바닥이 거의 같은 색이라 어디서 바다가 끝나고 하늘이 시작되는지 구분하기 어려웠다. 그러나 이상하게 음산하지는 않았다. 잠든 것과 죽은 것은 다르다. 이 섬은 잠든 것이었다.",,,,,,,,,wb_v1,ko_draft
p01_04.body.03,lore,"그 순간, 발자국이 닿은 부두 판자 한 칸에 색이 돌아왔다. 아주 작게. 눈을 비비고 다시 봐야 할 만큼, 바늘구멍만 했다. 밤새 잠든 창문에 아침 햇살이 처음 들어오듯, 색은 그렇게 부두 판자 위에 조용히 켜졌다. 거의 들킬 것 같으면서도 들키지 않으려는 듯이.",,,,,,,,,wb_v1,ko_draft
p01_04.body.04,lore,첫 색은 그렇게 생겨났다. 크지 않아서 오히려 진짜였다.,,,,,,,,,wb_v1,ko_draft
p01_04.quote.01,lore,첫 발자국이 남기는 것은 흔적이 아니라 색 한 점이다.,,,,,,,,,wb_v1,ko_draft
p01_05.title,lore,숙소 재건,,,,,,,,,wb_v1,ko_draft
p01_05.category,lore,세계관/역사,,,,,,,,,wb_v1,ko_draft
p01_05.nav_label,lore,숙소 재건,,,,,,,,,wb_v1,ko_draft
p01_05.summary.01,lore,등대 근처 낡은 숙소를 다시 세운 과정. 전후 대비의 핵심 장면.,,,,,,,,,wb_v1,ko_draft
p01_05.body.01,lore,"항구에서 조금 올라가면 낡은 집 한 채가 있었다. 문이 제대로 닫히지 않았고, 창문 안쪽에는 거미줄이 쳐 있었다. 지붕 한쪽이 꺼져 있어서 비가 오면 그 자리로 물이 들어왔을 것이다. 그러나 구조는 살아 있었다. 기둥이 서 있었고, 마루는 무너지지 않았고, 마당에는 화분 하나가 뒤집힌 채로 남아 있었다.",,,,,,,,,wb_v1,ko_draft
p01_05.body.02,lore,"그곳을 다시 세우는 일은 처음부터 거창하지 않았다. 삐걱이는 문을 고치고, 창을 닦고, 꺼진 지붕 위에 널빤지를 덧대는 것부터 시작했다. 빨랫줄을 다시 달고, 창가에 작은 화분을 올려두고, 저녁엔 등불을 켰다.",,,,,,,,,wb_v1,ko_draft
p01_05.quote.01,lore,집은 짓는 게 아니라 불을 켜는 일로 완성된다.,,,,,,,,,wb_v1,ko_draft
p01_05.data.01.title,lore,전 · 후,,,,,,,,,wb_v1,ko_draft
p01_05.data.01.row.01.label,lore,회색버전,,,,,,,,,wb_v1,ko_draft
p01_05.data.01.row.01.value,lore,"문이 절반쯤 열린 채 기울어진 집. 창에 먼지, 마당에 뒤집힌 화분, 지붕 틈으로 잡풀이 자란다. 빨랫줄은 있지만 아무것도 걸려 있지 않다. 색이 없어 윤곽만 남은 집.",,,,,,,,,wb_v1,ko_draft
p01_05.data.01.row.02.label,lore,반짝버전,,,,,,,,,wb_v1,ko_draft
p01_05.data.01.row.02.value,lore,"등불이 켜진 창문, 빨랫줄에 걸린 작은 것들, 마당 화분에서 움이 튼 새싹. 문은 열려 있지만 이번엔 맞이하듯 열려 있다. 지붕 위에 빛벌레 한 마리가 앉아 있다. 같은 집인데, 기다리는 집이 되었다.",,,,,,,,,wb_v1,ko_draft
p01_06.title,lore,이름 붙이기: 마이섬,,,,,,,,,wb_v1,ko_draft
p01_06.category,lore,세계관/역사,,,,,,,,,wb_v1,ko_draft
p01_06.nav_label,lore,이름 붙이기: 마이섬,,,,,,,,,wb_v1,ko_draft
p01_06.summary.01,lore,섬에 정식 이름 '마이섬'을 붙이던 날의 기록.,,,,,,,,,wb_v1,ko_draft
p01_06.body.01,lore,이름이 없던 것에 이름을 붙이는 일은 생각보다 무겁다.,,,,,,,,,wb_v1,ko_draft
p01_06.body.02,lore,"숙소를 다시 세우고, 저녁에 처음 등불을 켰을 때였다. 바람이 잠들고, 파도 소리가 조금 멀어지고, 섬이 아주 잠깐 고요해지는 시간. 그때 처음 이 섬을 '나의 섬'이라고 생각했다. 발견한 게 아니었다. 돌보기로 한 것이었다.",,,,,,,,,wb_v1,ko_draft
p01_06.body.03,lore,"이름은 그냥 나왔다. 마이섬. 거창하지 않다. 내가 이름을 붙인 섬, 내가 돌보기로 한 섬, 내가 돌아오기로 한 섬. 지도에 적을 때 가장 어울리는 이름은 그것이었다.",,,,,,,,,wb_v1,ko_draft
p01_06.body.04,lore,"이름을 붙이는 것은 약속이다. 이 섬을 남의 일처럼 두지 않겠다는, 이 풍경을 다시 들여다보겠다는 조용한 다짐. 등불 아래서 그 이름을 처음 불렀을 때, 창가 화분에서 싹이 하나 고개를 들었다. 아마 우연이었을 것이다. 그러나 이 섬에서는 우연처럼 보이는 것들이 으레 그런 순간에 일어났다.",,,,,,,,,wb_v1,ko_draft
p01_06.body.05,lore,"명명절 이후, 섬의 지도에는 마이섬이라는 이름이 적혔다. 좌표도 없고 축척도 없는 지도였지만, 이름이 적히고 나서야 비로소 지도처럼 보였다.",,,,,,,,,wb_v1,ko_draft
p01_06.quote.01,lore,"이름을 붙인다는 것은 있던 것을 발견하는 일이 아니라, 이제부터 보겠다는 뜻이다.",,,,,,,,,wb_v1,ko_draft
p01_07.title,lore,섬의 일곱 절기,,,,,,,,,wb_v1,ko_draft
p01_07.category,lore,세계관/역사,,,,,,,,,wb_v1,ko_draft
p01_07.nav_label,lore,섬의 일곱 절기,,,,,,,,,wb_v1,ko_draft
p01_07.summary.01,lore,반짝섬의 역사를 이루는 일곱 절기. 색이 꺼지고 켜진 기록의 뼈대.,,,,,,,,,wb_v1,ko_draft
p01_07.body.01,lore,"반짝섬은 날짜로 시간을 세지 않는다. 이 섬의 역사는 빛이 한 번 더 켜진 순간들로 이루어져 있다. 아래 일곱 절기는 그 큰 흐름의 이름이다. 섬이 지금 어디쯤 있는지 알고 싶다면, 자기가 지금 몇 번째 절기 위에 서 있는지를 물으면 된다.",,,,,,,,,wb_v1,ko_draft
p01_07.quote.01,lore,"일곱 절기는 섬의 역사이자, 매일 아침 작게 반복되는 하루의 이름이기도 하다.",,,,,,,,,wb_v1,ko_draft
p01_07.time.01.title,lore,섬의 일곱 절기,,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.01.label,lore,첫째 절기: 색의 시절,,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.01.text,lore,"섬에 색이 있던 옛날. 등대는 밝았고, 폭포에는 무지개가 걸렸다. 그러나 색을 봐주는 눈이 줄었고, 섬도 자기 색을 자랑하지 않았다. 색의 시절은 누구의 기억에도 또렷이 남지 않은 채 천천히 잠겨 들었다.",,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.02.label,lore,둘째 절기: 회색의 긴 잠,,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.02.text,lore,아무도 봐주지 않은 색은 회색이 되었다. 섬이 통째로 잿빛으로 잠든 시절. 유일한 빛은 꿈꾸는 등대 하나뿐이었다. 등대는 도착하는 배가 없어도 밤마다 불을 켰다.,,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.03.label,lore,셋째 절기: 첫 바람,,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.03.text,lore,"바다 건너에서 바람이 방향을 바꾼 날. 수평선에 조각배가 나타났고, 항구 밧줄이 팽팽해졌고, 풀섶의 빛벌레 한 마리가 오랜만에 깜빡였다. 아무 일도 일어나지 않은 것 같았지만, 사실은 모든 것이 달라지기 전의 한 호흡이었다.",,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.04.label,lore,넷째 절기: 상륙절,,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.04.text,lore,"첫 아이동이 감정의 파도 항구에 발을 디딘 날. 발자국이 닿은 부두 판자 한 칸에 색이 돌아왔다. 바늘구멍만 했지만, 회색의 긴 잠을 깨우기엔 충분했다.",,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.05.label,lore,다섯째 절기: 명명절,,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.05.text,lore,"낡은 숙소를 다시 세우고, 섬에 처음으로 이름을 붙인 날. 회색섬은 마이섬이 되었다. 이름은 약속이었다. 이 섬을 더는 남의 일처럼 두지 않겠다는 약속.",,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.06.label,lore,여섯째 절기: 빛이 번지는 계절,,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.06.text,lore,"명명절 이후 색은 한 구역씩 번졌다. 서두르지 않고, 알아봐 주는 만큼만. 이 절기는 지금도 끝나지 않았다. 섬은 여전히 빛을 찾아가는 중이다.",,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.07.label,lore,"일곱째 절기, 반짝의 날",,,,,,,,,wb_v1,ko_draft
p01_07.time.01.item.07.text,lore,"목표의 반짝 산에서 첫 무대가 열린 날, 산 전체가 한 번 크게 빛났다. 그날 이후 이 섬에는 다정한 이름이 생겼다. 반짝섬.",,,,,,,,,wb_v1,ko_draft
p01_08.title,lore,빛이 번지는 계절,,,,,,,,,wb_v1,ko_draft
p01_08.category,lore,세계관/빛,,,,,,,,,wb_v1,ko_draft
p01_08.nav_label,lore,빛이 번지는 계절,,,,,,,,,wb_v1,ko_draft
p01_08.summary.01,lore,여섯째 절기의 모습. 구역에 색이 한 칸씩 돌아오는 전후 대비.,,,,,,,,,wb_v1,ko_draft
p01_08.body.01,lore,"색은 한 번에 오지 않는다. 누군가 커튼을 한 칸씩 걷듯, 구역을 하나씩 건너간다. 지금도 그 계절은 끝나지 않았다.",,,,,,,,,wb_v1,ko_draft
p01_08.body.02,lore,같은 섬인데 다른 계절처럼 보인다. 비밀은 색 하나가 있고 없고의 차이뿐이었다.,,,,,,,,,wb_v1,ko_draft
p01_08.quote.01,lore,"색이 전부 돌아오지 않아도, 한 칸이 있으면 섬은 달라 보인다.",,,,,,,,,wb_v1,ko_draft
p01_08.data.01.title,lore,전 · 후,,,,,,,,,wb_v1,ko_draft
p01_08.data.01.row.01.label,lore,회색버전,,,,,,,,,wb_v1,ko_draft
p01_08.data.01.row.01.value,lore,섬 전체가 같은 회색. 나무도 길도 지붕도 잿빛. 다만 등대 앞 수면에 윤슬 한 줄이 있다. 아직 끝나지 않았다는 표시다. 하늘과 바다와 땅의 경계가 흐릿하다. 빛이 어디서 오는지 알 수 없는 납빛 풍경.,,,,,,,,,wb_v1,ko_draft
p01_08.data.01.row.02.label,lore,반짝버전,,,,,,,,,wb_v1,ko_draft
p01_08.data.01.row.02.value,lore,"같은 풍경인데, 기억의 숲 쪽에서부터 초록이 번지기 시작했다. 항구 창고 지붕이 옅은 청록을 띠고, 숙소 마당 화분에 꽃이 폈다. 아직 회색인 구역이 더 많지만, 색이 있는 자리가 있어서 섬 전체가 다르게 보인다. 한쪽 구석에 빛벌레 두 마리가 움직이고 있다.",,,,,,,,,wb_v1,ko_draft
p01_09.title,lore,반짝의 날,,,,,,,,,wb_v1,ko_draft
p01_09.category,lore,세계관/역사,,,,,,,,,wb_v1,ko_draft
p01_09.nav_label,lore,반짝의 날,,,,,,,,,wb_v1,ko_draft
p01_09.summary.01,lore,"목표의 반짝 산이 처음 빛난 날, '반짝섬'이라는 이름이 생긴 순간.",,,,,,,,,wb_v1,ko_draft
p01_09.body.01,lore,"그날 저녁 섬 안쪽에서 빛이 났다. 처음엔 등대인가 했다. 그런데 방향이 달랐다. 항구에서도, 숙소 창가에서도 보였다. 산 꼭대기에서 오는 빛이었다.",,,,,,,,,wb_v1,ko_draft
p01_09.body.02,lore,"반짝 산에서 무대가 열린 날이었다. 누가 먼저 그 자리에 섰는지, 얼마나 많은 이가 지켜보았는지, 그때 어떤 소리가 났는지는 저마다 기억이 다르다. 분명한 것은 산 전체가 한 번 크게 빛났다는 것, 그 빛이 섬 어디서나 보였다는 것, 그리고 그 뒤로 아무도 이 섬을 예전 이름으로 부르지 않게 되었다는 것이다.",,,,,,,,,wb_v1,ko_draft
p01_09.body.03,lore,"반짝섬. 다시 반짝일 수 있는 섬이라는 뜻이다. 지도의 정식 이름은 여전히 마이섬이지만, 사람들이 마음속으로 부르는 이름은 그날부터 달라졌다.",,,,,,,,,wb_v1,ko_draft
p01_09.body.04,lore,"박수의 메아리는 오래 남는다. 반짝 산 정상에 있는 종은 지금도 바람이 세게 불면 그날의 메아리를 낮게 울린다고 한다. 가까이 가서 귀를 기울이면 들린다고 하는데, 그 소리가 박수인지 바람인지는 직접 가보기 전엔 알 수 없다.",,,,,,,,,wb_v1,ko_draft
p01_09.quote.01,lore,정상은 끝이 아니다. 섬 전체가 너를 한 번 알아봐 주는 한순간이다.,,,,,,,,,wb_v1,ko_draft
p01_10.title,lore,오늘의 반짝 지점,,,,,,,,,wb_v1,ko_draft
p01_10.category,lore,세계관/빛,,,,,,,,,wb_v1,ko_draft
p01_10.nav_label,lore,오늘의 반짝 지점,,,,,,,,,wb_v1,ko_draft
p01_10.summary.01,lore,매일 아침 섬 어딘가에 나타나는 반짝 지점의 규칙과 목록.,,,,,,,,,wb_v1,ko_draft
p01_10.body.01,lore,"매일 아침, 섬 어딘가의 한 구역이 다른 곳보다 조금 더 빛난다. 이것을 오늘의 반짝 지점이라 부른다. 누가 정하는지는 아무도 모른다. 다만 그곳에 가면 작은 일이 기다리고 있다. 못 보던 동물이 나와 있거나, 어제 없던 발자국이 생겨 있거나, 이슬처럼 보석 하나가 자라 있거나.",,,,,,,,,wb_v1,ko_draft
p01_10.body.02,lore,오늘의 반짝 지점은 섬이 매일 작게 다시 태어난다는 표시다.,,,,,,,,,wb_v1,ko_draft
p01_10.body.03,lore,하루가 시작되면 섬의 어딘가가 먼저 반짝인다. 어디인지는 그날 가봐야 안다.,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.title,lore,오늘의 반짝 지점,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.01.label,lore,꿈꾸는 등대,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.01.value,lore,불이 평소보다 천천히 깜빡인다 · 부두 끝 빈 의자에 소라 한 개가 놓여 있다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.02.label,lore,감정의 파도 항구,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.02.value,lore,밧줄이 평소보다 팽팽하다 · 파도가 잠깐 방향을 바꾼다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.03.label,lore,기억의 숲,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.03.value,lore,잎그늘에 빛 무늬가 진다 · 잎맥나무 한 잎이 옛 장면을 비춘다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.04.label,lore,고민 해결 동굴,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.04.value,lore,입구 이끼가 옅게 빛난다 · 동굴 벽이 소리를 더 잘 머금는다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.05.label,lore,자신감 폭포,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.05.value,lore,물소리가 한 박자 높다 · 거슬러 오르는 은어가 더 많이 보인다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.06.label,lore,휴식의 오아시스,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.06.value,lore,그림자가 평소보다 천천히 움직인다 · 의자가 더 푹신하게 느껴진다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.07.label,lore,시간의 모래 광장,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.07.value,lore,모래시계탑 모래가 느리게 흐른다 · 발자국이 잠깐 빛났다 사라진다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.08.label,lore,성찰의 등산로,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.08.value,lore,안개가 한 뼘 낮다 · 전망대에서 더 멀리 보인다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.09.label,lore,목표의 반짝 산,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.09.value,lore,정상 쪽에서 옅은 빛이 온다 · 박수의 메아리 종이 저절로 울린다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.10.label,lore,우정의 다리,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.10.value,lore,발판이 차례로 켜진다 · 난간에 새 이름이 새겨져 있다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.11.label,lore,창의의 샘,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.11.value,lore,물이 더 세차게 솟는다 · 샘 주변에 색이 생겨나 있다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.12.label,lore,도전의 절벽,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.12.value,lore,바람이 바깥을 향한다 · 절벽 끝 표식이 한 발 앞으로 이동해 있다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.13.label,lore,꿈 조각 하우스,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.13.value,lore,등불이 평소보다 일찍 켜진다 · 빨랫줄에 새 것이 한 장 걸려 있다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.14.label,lore,성장의 정원,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.14.value,lore,흙 냄새가 짙어진다 · 화분 하나가 조금 더 자라 있다,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.15.label,lore,반성의 호수,,,,,,,,,wb_v1,ko_draft
p01_10.data.01.row.15.value,lore,물이 유리처럼 잠잠하다 · 수면에 오늘의 표정이 선명하게 비친다,,,,,,,,,wb_v1,ko_draft
p01_11.title,lore,부재가 남기는 노을빛,,,,,,,,,wb_v1,ko_draft
p01_11.category,lore,세계관/빛,,,,,,,,,wb_v1,ko_draft
p01_11.nav_label,lore,부재가 남기는 노을빛,,,,,,,,,wb_v1,ko_draft
p01_11.summary.01,lore,"아이동이 자기 섬으로 돌아간 자리에 남는 옅은 노을빛, 그 부재의 정서.",,,,,,,,,wb_v1,ko_draft
p01_11.body.01,lore,"풀어준다는 것이 어떤 의미인지, 이 섬에서는 눈으로 볼 수 있다.",,,,,,,,,wb_v1,ko_draft
p01_11.body.02,lore,"아이동이 자기 섬으로 돌아가면, 그가 머물던 구역이 조금 달라진다. 어두워지는 게 아니다. 색이 완전히 사라지는 것도 아니다. 마치 해가 지고 난 하늘처럼, 이미 그 색이 있었다는 것을 알 수 있는 따뜻한 회색으로 옅어진다. 그것을 노을빛이라 부른다.",,,,,,,,,wb_v1,ko_draft
